date,participant_gender,participant_type,incident_id,participant_age,participant_age_group,participant_status
2018-02-08,Male,Victim,1045370,0,2,2
2018-02-08,Male,Victim,1045428,0,1,1
2018-02-08,Male,Victim,1045430,1,1,1
2018-02-08,Male,Victim,1045447,1,1,1
2018-02-08,Male,Victim,1045450,1,1,1
2018-02-08,Male,Victim,1045502,0,1,1
2018-02-08,Male,Victim,1045530,0,1,1
2018-02-08,Male,Victim,1045532,0,1,1
2018-02-08,Male,Victim,1045547,0,1,1
2018-02-08,Male,Victim,1045581,1,1,1
2018-02-08,Male,Victim,1045627,0,1,1
2018-02-08,Male,Victim,1045650,3,3,3
2018-02-08,Male,Victim,1045660,0,1,1
2018-02-08,Male,Victim,1045665,0,1,1
2018-02-08,Male,Victim,1045729,1,1,1
2018-02-08,Male,Victim,1045748,0,1,1
2018-02-08,Male,Victim,1045761,1,1,1
2018-02-08,Male,Victim,1045764,1,1,1
2018-02-08,Male,Victim,1045809,2,2,2
2018-02-08,Male,Victim,1045826,0,0,1
2018-02-08,Male,Victim,1045834,1,1,1
2018-02-08,Male,Victim,1045836,1,1,1
2018-02-08,Male,Victim,1045851,1,1,1
2018-02-08,Male,Victim,1045862,1,1,1
2018-02-08,Male,Victim,1045868,1,1,1
2018-02-08,Male,Victim,1045885,1,1,1
2018-02-08,Male,Victim,1045895,1,1,1
2018-02-08,Male,Victim,1045900,0,1,1
2018-02-08,Male,Victim,1045902,1,1,1
2018-02-08,Male,Victim,1045906,0,1,1
2018-02-08,Male,Victim,1045928,1,1,1
2018-02-08,Male,Victim,1045932,0,1,1
2018-02-08,Male,Victim,1045996,1,1,1
2018-02-08,Male,Victim,1046090,2,2,2
2018-02-08,Male,Victim,1046126,1,1,1
2018-02-08,Male,Victim,1046226,1,1,2
2018-02-08,Male,Victim,1046237,1,1,1
2018-02-08,Male,Victim,1046246,1,1,1
2018-02-08,Male,Victim,1046261,0,1,1
2018-02-08,Male,Victim,1046274,0,0,1
2018-02-08,Male,Victim,1046290,1,1,1
2018-02-08,Male,Victim,1046301,0,1,1
2018-02-08,Male,Victim,1046305,1,1,1
2018-02-08,Male,Victim,1046309,1,1,1
2018-02-08,Male,Victim,1046334,0,1,1
2018-02-08,Male,Victim,1046346,0,1,1
2018-02-08,Male,Victim,1046388,0,1,1
2018-02-08,Male,Victim,1046412,0,1,1
2018-02-08,Male,Victim,1046526,0,1,1
2018-02-08,Male,Victim,1046571,1,1,1
2018-02-08,Male,Victim,1046582,1,1,1
2018-02-08,Male,Victim,1046615,0,1,1
2018-02-08,Male,Victim,1046637,1,1,1
2018-02-08,Male,Victim,1046654,1,1,1
2018-02-08,Male,Victim,1046692,1,1,1
2018-02-08,Male,Victim,1046705,1,1,1
2018-02-08,Male,Victim,1047044,0,1,1
2018-02-08,Male,Victim,1047143,2,2,2
2018-02-08,Male,Victim,1047149,1,1,1
2018-02-08,Male,Victim,1047256,0,1,1
2018-02-08,Male,Victim,1047314,0,1,1
2018-02-08,Male,Victim,1047352,1,1,1
2018-02-08,Male,Victim,1047909,0,1,1
2018-02-08,Male,Victim,1048055,1,1,1
2018-02-08,Male,Victim,1049820,1,1,1
2018-02-08,Male,Victim,1050062,0,1,1
2018-02-08,Male,Victim,1050378,0,1,1
2018-02-08,Male,Victim,1050955,1,1,1
2018-02-08,Male,Victim,1052455,2,2,2
2018-02-09,Female,Subject-Suspect,1046513,1,1,1
2018-02-09,Female,Subject-Suspect,1046534,1,1,1
2018-02-09,Female,Subject-Suspect,1046547,1,1,1
2018-02-09,Female,Subject-Suspect,1049064,1,1,1
2018-02-09,Female,Victim,1045879,1,1,1
2018-02-09,Female,Victim,1045986,1,1,1
2018-02-09,Female,Victim,1046080,0,0,1
2018-02-09,Female,Victim,1046230,0,2,2
2018-02-09,Female,Victim,1046263,0,1,1
2018-02-09,Female,Victim,1046312,1,1,1
2018-02-09,Female,Victim,1046427,1,1,1
2018-02-09,Female,Victim,1046575,1,1,1
2018-02-09,Female,Victim,1046806,0,1,1
2018-02-09,Female,Victim,1046989,0,1,1
2018-02-09,Female,Victim,1047712,0,1,1
2018-02-09,Female,Victim,1060910,1,1,1
2018-02-09,Male,Subject-Suspect,1045879,1,1,1
2018-02-09,Male,Subject-Suspect,1045882,1,1,1
2018-02-09,Male,Subject-Suspect,1045887,0,0,1
2018-02-09,Male,Subject-Suspect,1045903,0,1,1
2018-02-09,Male,Subject-Suspect,1045977,1,1,1
2018-02-09,Male,Subject-Suspect,1045986,1,1,1
2018-02-09,Male,Subject-Suspect,1046073,1,1,1
2018-02-09,Male,Subject-Suspect,1046077,1,1,1
2018-02-09,Male,Subject-Suspect,1046112,0,1,1
2018-02-09,Male,Subject-Suspect,1046139,1,1,1
2018-02-09,Male,Subject-Suspect,1046180,0,0,1
2018-02-09,Male,Subject-Suspect,1046221,0,1,1
2018-02-09,Male,Subject-Suspect,1046230,1,1,1
2018-02-09,Male,Subject-Suspect,1046297,1,1,1
2018-02-09,Male,Subject-Suspect,1046312,1,1,1
2018-02-09,Male,Subject-Suspect,1046380,1,1,4
2018-02-09,Male,Subject-Suspect,1046410,1,1,1
2018-02-09,Male,Subject-Suspect,1046477,0,2,2
2018-02-09,Male,Subject-Suspect,1046483,1,1,1
2018-02-09,Male,Subject-Suspect,1046503,1,1,1
2018-02-09,Male,Subject-Suspect,1046507,1,1,1
2018-02-09,Male,Subject-Suspect,1046513,2,2,2
2018-02-09,Male,Subject-Suspect,1046531,0,1,1
2018-02-09,Male,Subject-Suspect,1046534,1,1,1
2018-02-09,Male,Subject-Suspect,1046545,1,1,1
2018-02-09,Male,Subject-Suspect,1046547,1,2,2
2018-02-09,Male,Subject-Suspect,1046566,1,1,1
2018-02-09,Male,Subject-Suspect,1046575,1,1,1
2018-02-09,Male,Subject-Suspect,1046580,1,1,1
2018-02-09,Male,Subject-Suspect,1046585,1,1,1
2018-02-09,Male,Subject-Suspect,1046610,0,1,1
2018-02-09,Male,Subject-Suspect,1046652,1,1,1
2018-02-09,Male,Subject-Suspect,1046701,0,1,1
2018-02-09,Male,Subject-Suspect,1046781,0,0,1
2018-02-09,Male,Subject-Suspect,1046792,1,1,1
2018-02-09,Male,Subject-Suspect,1046804,1,1,1
2018-02-09,Male,Subject-Suspect,1046806,1,1,1
2018-02-09,Male,Subject-Suspect,1046809,0,0,1
2018-02-09,Male,Subject-Suspect,1046811,2,2,2
2018-02-09,Male,Subject-Suspect,1046828,3,4,4
2018-02-09,Male,Subject-Suspect,1046839,1,1,1
2018-02-09,Male,Subject-Suspect,1046844,1,1,1
2018-02-09,Male,Subject-Suspect,1046859,1,1,1
2018-02-09,Male,Subject-Suspect,1046910,1,1,1
2018-02-09,Male,Subject-Suspect,1046920,3,3,3
2018-02-09,Male,Subject-Suspect,1046924,0,0,1
2018-02-09,Male,Subject-Suspect,1046982,0,1,1
2018-02-09,Male,Subject-Suspect,1046989,1,1,1
2018-02-09,Male,Subject-Suspect,1046996,1,1,1
2018-02-09,Male,Subject-Suspect,1047026,0,1,1
2018-02-09,Male,Subject-Suspect,1047029,0,2,2
2018-02-09,Male,Subject-Suspect,1047038,1,1,1
2018-02-09,Male,Subject-Suspect,1047042,1,1,1
2018-02-09,Male,Subject-Suspect,1047104,1,1,1
2018-02-09,Male,Subject-Suspect,1047133,0,1,1
2018-02-09,Male,Subject-Suspect,1047247,0,0,2
2018-02-09,Male,Subject-Suspect,1047258,0,0,1
2018-02-09,Male,Subject-Suspect,1047365,1,1,1
2018-02-09,Male,Subject-Suspect,1047672,1,1,1
2018-02-09,Male,Subject-Suspect,1047684,2,2,2
2018-02-09,Male,Subject-Suspect,1047973,0,1,1
2018-02-09,Male,Subject-Suspect,1048009,1,1,1
2018-02-09,Male,Subject-Suspect,1048235,1,1,1
2018-02-09,Male,Subject-Suspect,1048261,1,1,1
2018-02-09,Male,Subject-Suspect,1048322,1,4,4
2018-02-09,Male,Subject-Suspect,1048327,1,1,1
2018-02-09,Male,Subject-Suspect,1048335,0,0,2
2018-02-09,Male,Subject-Suspect,1048339,1,1,1
2018-02-09,Male,Subject-Suspect,1048527,1,1,1
2018-02-09,Male,Subject-Suspect,1048761,1,1,1
2018-02-09,Male,Subject-Suspect,1049590,1,1,1
2018-02-09,Male,Subject-Suspect,1051512,1,1,1
2018-02-09,Male,Subject-Suspect,1055347,2,2,2
2018-02-09,Male,Subject-Suspect,1060910,1,1,1
2018-02-09,Male,Subject-Suspect,1070526,4,4,4
2018-02-09,Male,Subject-Suspect,1071091,1,1,1
2018-02-09,Male,Victim,1045844,1,1,1
2018-02-09,Male,Victim,1045860,0,0,1
2018-02-09,Male,Victim,1045887,0,0,1
2018-02-09,Male,Victim,1045892,1,1,1
2018-02-09,Male,Victim,1045903,0,1,1
2018-02-09,Male,Victim,1045977,2,3,3
2018-02-09,Male,Victim,1046073,1,1,1
2018-02-09,Male,Victim,1046077,1,1,1
2018-02-09,Male,Victim,1046089,1,1,1
2018-02-09,Male,Victim,1046165,1,1,1
2018-02-09,Male,Victim,1046201,2,2,2
2018-02-09,Male,Victim,1046230,0,1,1
2018-02-09,Male,Victim,1046312,1,1,1
2018-02-09,Male,Victim,1046319,1,1,1
2018-02-09,Male,Victim,1046365,1,1,1
2018-02-09,Male,Victim,1046380,1,1,1
2018-02-09,Male,Victim,1046427,1,1,1
2018-02-09,Male,Victim,1046451,1,1,1
2018-02-09,Male,Victim,1046477,0,1,1
2018-02-09,Male,Victim,1046531,0,1,1
2018-02-09,Male,Victim,1046580,1,1,1
2018-02-09,Male,Victim,1046607,1,1,1
2018-02-09,Male,Victim,1046610,1,1,1
2018-02-09,Male,Victim,1046628,0,1,1
2018-02-09,Male,Victim,1046675,1,1,1
2018-02-09,Male,Victim,1046748,0,1,1
2018-02-09,Male,Victim,1046750,0,2,2
2018-02-09,Male,Victim,1046781,0,0,1
2018-02-09,Male,Victim,1046784,1,1,1
2018-02-09,Male,Victim,1046790,0,0,1
2018-02-09,Male,Victim,1046792,1,1,1
2018-02-09,Male,Victim,1046823,0,1,1
2018-02-09,Male,Victim,1046844,1,1,2
2018-02-09,Male,Victim,1046859,1,1,1
2018-02-09,Male,Victim,1046862,0,0,1
2018-02-09,Male,Victim,1046920,0,1,1
2018-02-09,Male,Victim,1046927,1,1,1
2018-02-09,Male,Victim,1046930,1,1,1
2018-02-09,Male,Victim,1046936,1,1,1
2018-02-09,Male,Victim,1046946,0,1,1
2018-02-09,Male,Victim,1046982,1,1,1
2018-02-09,Male,Victim,1047026,0,1,1
2018-02-09,Male,Victim,1047033,2,2,2
2018-02-09,Male,Victim,1047238,1,1,1
2018-02-09,Male,Victim,1047260,0,0,1
2018-02-09,Male,Victim,1047365,1,1,1
2018-02-09,Male,Victim,1047381,1,1,1
2018-02-09,Male,Victim,1047512,1,1,1
2018-02-09,Male,Victim,1047672,0,1,1
2018-02-09,Male,Victim,1047712,0,1,1
2018-02-09,Male,Victim,1047832,1,1,1
2018-02-09,Male,Victim,1048009,0,1,1
2018-02-09,Male,Victim,1048200,1,1,1
2018-02-09,Male,Victim,1048240,0,1,1
2018-02-09,Male,Victim,1049064,0,1,1
2018-02-09,Male,Victim,1055347,0,1,1
2018-02-09,Male,Victim,1056967,0,1,1
2018-02-09,Male,Victim,1071091,1,1,1
2018-02-10,Female,Subject-Suspect,1046912,1,1,1
2018-02-10,Female,Subject-Suspect,1047095,1,1,1
2018-02-10,Female,Subject-Suspect,1047484,1,1,1
2018-02-10,Female,Subject-Suspect,1047490,0,1,1
2018-02-10,Female,Subject-Suspect,1047943,1,1,1
2018-02-10,Female,Subject-Suspect,1051655,1,1,1
2018-02-10,Female,Subject-Suspect,1053955,1,1,1
2018-02-10,Female,Subject-Suspect,1057395,0,1,1
2018-02-10,Female,Victim,1046848,1,1,1
2018-02-10,Female,Victim,1046932,1,1,1
2018-02-10,Female,Victim,1046961,3,3,3
2018-02-10,Female,Victim,1046986,1,1,1
2018-02-10,Female,Victim,1047140,1,1,1
2018-02-10,Female,Victim,1047146,1,2,2
2018-02-10,Female,Victim,1047215,1,1,1
2018-02-10,Female,Victim,1047582,0,1,1
2018-02-10,Female,Victim,1047723,1,1,1
2018-02-10,Female,Victim,1047943,1,1,1
2018-02-10,Female,Victim,1055136,0,1,1
2018-02-10,Female,Victim,1055591,0,0,1
2018-02-10,Male,Subject-Suspect,1046814,1,1,1
2018-02-10,Male,Subject-Suspect,1046848,1,1,1
2018-02-10,Male,Subject-Suspect,1046887,1,1,1
2018-02-10,Male,Subject-Suspect,1046932,0,0,2
2018-02-10,Male,Subject-Suspect,1046953,1,1,1
2018-02-10,Male,Subject-Suspect,1046961,1,1,1
2018-02-10,Male,Subject-Suspect,1046976,0,1,1
2018-02-10,Male,Subject-Suspect,1046979,1,1,1
2018-02-10,Male,Subject-Suspect,1046986,1,1,1
2018-02-10,Male,Subject-Suspect,1047006,0,1,1
2018-02-10,Male,Subject-Suspect,1047053,1,1,1
2018-02-10,Male,Subject-Suspect,1047106,0,2,2
2018-02-10,Male,Subject-Suspect,1047120,0,0,1
2018-02-10,Male,Subject-Suspect,1047135,1,1,1
2018-02-10,Male,Subject-Suspect,1047140,1,1,1
2018-02-10,Male,Subject-Suspect,1047146,2,2,2
2018-02-10,Male,Subject-Suspect,1047169,1,1,1
2018-02-10,Male,Subject-Suspect,1047179,1,1,3
2018-02-10,Male,Subject-Suspect,1047183,1,1,1
2018-02-10,Male,Subject-Suspect,1047185,1,1,1
2018-02-10,Male,Subject-Suspect,1047226,0,1,1
2018-02-10,Male,Subject-Suspect,1047234,2,2,2
2018-02-10,Male,Subject-Suspect,1047250,1,1,1
2018-02-10,Male,Subject-Suspect,1047254,1,1,1
2018-02-10,Male,Subject-Suspect,1047271,0,0,2
2018-02-10,Male,Subject-Suspect,1047277,1,1,1
2018-02-10,Male,Subject-Suspect,1047335,2,3,3
2018-02-10,Male,Subject-Suspect,1047419,1,1,1
2018-02-10,Male,Subject-Suspect,1047461,0,0,1
2018-02-10,Male,Subject-Suspect,1047464,1,1,1
2018-02-10,Male,Subject-Suspect,1047466,1,1,1
2018-02-10,Male,Subject-Suspect,1047478,1,1,1
2018-02-10,Male,Subject-Suspect,1047500,0,2,2
2018-02-10,Male,Subject-Suspect,1047504,1,1,1
2018-02-10,Male,Subject-Suspect,1047582,1,1,1
2018-02-10,Male,Subject-Suspect,1047634,0,1,1
2018-02-10,Male,Subject-Suspect,1047660,1,1,1
2018-02-10,Male,Subject-Suspect,1047662,0,1,1
2018-02-10,Male,Subject-Suspect,1047676,1,1,1
2018-02-10,Male,Subject-Suspect,1047678,1,1,1
2018-02-10,Male,Subject-Suspect,1047723,1,1,1
2018-02-10,Male,Subject-Suspect,1047773,1,1,1
2018-02-10,Male,Subject-Suspect,1047873,1,1,1
2018-02-10,Male,Subject-Suspect,1047887,0,1,1
2018-02-10,Male,Subject-Suspect,1048041,1,1,1
2018-02-10,Male,Subject-Suspect,1048068,0,1,1
2018-02-10,Male,Subject-Suspect,1048074,1,1,1
2018-02-10,Male,Subject-Suspect,1048104,1,1,1
2018-02-10,Male,Subject-Suspect,1048127,0,1,1
2018-02-10,Male,Subject-Suspect,1048149,1,1,1
2018-02-10,Male,Subject-Suspect,1048162,1,1,1
2018-02-10,Male,Subject-Suspect,1048208,1,1,1
2018-02-10,Male,Subject-Suspect,1048249,1,1,1
2018-02-10,Male,Subject-Suspect,1048255,1,1,1
2018-02-10,Male,Subject-Suspect,1048301,1,1,1
2018-02-10,Male,Subject-Suspect,1048316,1,1,1
2018-02-10,Male,Subject-Suspect,1048344,0,1,1
2018-02-10,Male,Subject-Suspect,1048347,0,1,1
2018-02-10,Male,Subject-Suspect,1048350,0,1,1
2018-02-10,Male,Subject-Suspect,1048360,1,1,1
2018-02-10,Male,Subject-Suspect,1048529,0,1,1
2018-02-10,Male,Subject-Suspect,1048982,0,1,1
2018-02-10,Male,Subject-Suspect,1048994,0,0,1
2018-02-10,Male,Subject-Suspect,1049629,1,1,1
2018-02-10,Male,Subject-Suspect,1050145,2,2,2
2018-02-10,Male,Subject-Suspect,1050284,0,1,1
2018-02-10,Male,Subject-Suspect,1052845,3,3,3
2018-02-10,Male,Subject-Suspect,1053816,1,1,1
2018-02-10,Male,Subject-Suspect,1054518,1,1,1
2018-02-10,Male,Subject-Suspect,1055591,1,1,1
2018-02-10,Male,Subject-Suspect,1057395,0,1,1
2018-02-10,Male,Subject-Suspect,1059647,1,1,1
2018-02-10,Male,Subject-Suspect,1059650,1,1,1
2018-02-10,Male,Subject-Suspect,1060767,1,1,1
2018-02-10,Male,Subject-Suspect,1064368,1,1,1
2018-02-10,Male,Subject-Suspect,1066082,0,2,2
2018-02-10,Male,Victim,1046721,1,1,1
2018-02-10,Male,Victim,1046775,1,1,1
2018-02-10,Male,Victim,1046814,2,2,2
2018-02-10,Male,Victim,1046826,1,1,1
2018-02-10,Male,Victim,1046887,2,2,2
2018-02-10,Male,Victim,1046904,2,2,2
2018-02-10,Male,Victim,1046912,1,1,1
2018-02-10,Male,Victim,1046944,1,1,1
2018-02-10,Male,Victim,1046953,1,1,1
2018-02-10,Male,Victim,1046961,1,1,1
2018-02-10,Male,Victim,1046976,0,1,1
2018-02-10,Male,Victim,1046979,1,1,1
2018-02-10,Male,Victim,1047004,1,1,1
2018-02-10,Male,Victim,1047091,1,1,1
2018-02-10,Male,Victim,1047095,1,1,1
2018-02-10,Male,Victim,1047098,1,1,1
2018-02-10,Male,Victim,1047101,0,1,1
2018-02-10,Male,Victim,1047120,1,1,1
2018-02-10,Male,Victim,1047135,1,2,2
2018-02-10,Male,Victim,1047167,0,1,1
2018-02-10,Male,Victim,1047179,1,1,2
2018-02-10,Male,Victim,1047185,1,1,1
2018-02-10,Male,Victim,1047206,1,1,1
2018-02-10,Male,Victim,1047226,0,1,1
2018-02-10,Male,Victim,1047242,1,1,1
2018-02-10,Male,Victim,1047264,1,1,1
2018-02-10,Male,Victim,1047271,1,1,1
2018-02-10,Male,Victim,1047275,1,1,1
2018-02-10,Male,Victim,1047277,1,1,1
2018-02-10,Male,Victim,1047296,1,1,1
2018-02-10,Male,Victim,1047301,0,1,1
2018-02-10,Male,Victim,1047308,1,1,1
2018-02-10,Male,Victim,1047335,0,1,1
2018-02-10,Male,Victim,1047341,1,1,1
2018-02-10,Male,Victim,1047459,1,1,1
2018-02-10,Male,Victim,1047461,0,0,1
2018-02-10,Male,Victim,1047464,1,1,1
2018-02-10,Male,Victim,1047468,1,1,1
2018-02-10,Male,Victim,1047471,1,1,1
2018-02-10,Male,Victim,1047476,1,1,1
2018-02-10,Male,Victim,1047484,1,1,1
2018-02-10,Male,Victim,1047490,1,1,1
2018-02-10,Male,Victim,1047504,0,1,1
2018-02-10,Male,Victim,1047506,1,1,1
2018-02-10,Male,Victim,1047570,1,1,1
2018-02-10,Male,Victim,1047582,0,1,1
2018-02-10,Male,Victim,1047595,0,0,1
2018-02-10,Male,Victim,1047613,1,1,3
2018-02-10,Male,Victim,1047660,1,1,1
2018-02-10,Male,Victim,1047676,1,1,1
2018-02-10,Male,Victim,1047678,1,1,1
2018-02-10,Male,Victim,1048127,0,1,1
2018-02-10,Male,Victim,1048131,1,1,1
2018-02-10,Male,Victim,1048233,1,1,1
2018-02-10,Male,Victim,1048249,1,1,1
2018-02-10,Male,Victim,1048255,0,1,1
2018-02-10,Male,Victim,1048570,1,1,1
2018-02-10,Male,Victim,1048872,1,1,1
2018-02-10,Male,Victim,1048994,1,1,1
2018-02-10,Male,Victim,1050421,1,1,1
2018-02-10,Male,Victim,1050454,1,1,1
2018-02-10,Male,Victim,1055136,0,1,1
2018-02-10,Male,Victim,1062174,1,1,1
2018-02-10,Male,Victim,1066082,1,1,1
2018-02-11,Female,Subject-Suspect,1047681,1,1,1
2018-02-11,Female,Subject-Suspect,1047747,3,3,3
2018-02-11,Female,Subject-Suspect,1047907,0,0,3
2018-02-11,Female,Subject-Suspect,1047914,1,1,1
2018-02-11,Female,Subject-Suspect,1047923,1,1,1
2018-02-11,Female,Subject-Suspect,1048179,0,1,1
2018-02-11,Female,Subject-Suspect,1048621,0,1,1
2018-02-11,Female,Subject-Suspect,1049142,1,1,1
2018-02-11,Female,Subject-Suspect,1049411,1,1,1
2018-02-11,Female,Subject-Suspect,1049996,2,2,2
2018-02-11,Female,Victim,1047172,1,1,1
2018-02-11,Female,Victim,1047244,1,1,1
2018-02-11,Female,Victim,1047406,0,1,1
2018-02-11,Female,Victim,1047649,0,1,1
2018-02-11,Female,Victim,1047761,1,3,3
2018-02-11,Female,Victim,1049548,0,1,1
2018-02-11,Female,Victim,1050448,0,0,1
2018-02-11,Female,Victim,1053296,1,1,1
2018-02-11,Male,Subject-Suspect,1047151,1,1,1
2018-02-11,Male,Subject-Suspect,1047172,1,1,1
2018-02-11,Male,Subject-Suspect,1047310,1,1,1
2018-02-11,Male,Subject-Suspect,1047318,1,1,1
2018-02-11,Male,Subject-Suspect,1047393,0,1,1
2018-02-11,Male,Subject-Suspect,1047406,1,1,1
2018-02-11,Male,Subject-Suspect,1047437,1,1,1
2018-02-11,Male,Subject-Suspect,1047538,1,1,1
2018-02-11,Male,Subject-Suspect,1047543,0,1,1
2018-02-11,Male,Subject-Suspect,1047577,1,1,1
2018-02-11,Male,Subject-Suspect,1047619,0,0,1
2018-02-11,Male,Subject-Suspect,1047627,1,1,1
2018-02-11,Male,Subject-Suspect,1047649,1,1,1
2018-02-11,Male,Subject-Suspect,1047681,2,2,2
2018-02-11,Male,Subject-Suspect,1047706,1,1,1
2018-02-11,Male,Subject-Suspect,1047708,1,1,1
2018-02-11,Male,Subject-Suspect,1047710,3,3,3
2018-02-11,Male,Subject-Suspect,1047721,1,1,1
2018-02-11,Male,Subject-Suspect,1047747,3,3,3
2018-02-11,Male,Subject-Suspect,1047751,0,1,1
2018-02-11,Male,Subject-Suspect,1047761,1,2,2
2018-02-11,Male,Subject-Suspect,1047771,1,1,1
2018-02-11,Male,Subject-Suspect,1047797,1,1,1
2018-02-11,Male,Subject-Suspect,1047828,1,1,1
2018-02-11,Male,Subject-Suspect,1047868,1,1,1
2018-02-11,Male,Subject-Suspect,1047870,1,1,1
2018-02-11,Male,Subject-Suspect,1047876,1,1,1
2018-02-11,Male,Subject-Suspect,1047907,0,0,2
2018-02-11,Male,Subject-Suspect,1047923,1,1,1
2018-02-11,Male,Subject-Suspect,1047976,3,3,3
2018-02-11,Male,Subject-Suspect,1047995,0,1,1
2018-02-11,Male,Subject-Suspect,1048046,1,1,1
2018-02-11,Male,Subject-Suspect,1048051,1,1,1
2018-02-11,Male,Subject-Suspect,1048058,2,2,2
2018-02-11,Male,Subject-Suspect,1048070,0,1,1
2018-02-11,Male,Subject-Suspect,1048091,0,1,1
2018-02-11,Male,Subject-Suspect,1048138,1,1,1
2018-02-11,Male,Subject-Suspect,1048141,1,1,1
2018-02-11,Male,Subject-Suspect,1048160,1,1,1
2018-02-11,Male,Subject-Suspect,1048177,1,1,1
2018-02-11,Male,Subject-Suspect,1048222,1,1,1
2018-02-11,Male,Subject-Suspect,1048225,1,1,1
2018-02-11,Male,Subject-Suspect,1048244,1,1,1
2018-02-11,Male,Subject-Suspect,1048298,0,0,2
2018-02-11,Male,Subject-Suspect,1048330,1,1,1
2018-02-11,Male,Subject-Suspect,1048545,1,1,1
2018-02-11,Male,Subject-Suspect,1048583,0,1,1
2018-02-11,Male,Subject-Suspect,1048590,1,1,1
2018-02-11,Male,Subject-Suspect,1048686,1,1,1
2018-02-11,Male,Subject-Suspect,1048734,0,0,1
2018-02-11,Male,Subject-Suspect,1048777,1,1,1
2018-02-11,Male,Subject-Suspect,1048810,2,2,2
2018-02-11,Male,Subject-Suspect,1048817,1,1,1
2018-02-11,Male,Subject-Suspect,1048849,1,1,1
2018-02-11,Male,Subject-Suspect,1048868,1,1,1
2018-02-11,Male,Subject-Suspect,1049142,2,2,2
2018-02-11,Male,Subject-Suspect,1049386,1,1,1
2018-02-11,Male,Subject-Suspect,1049835,1,1,1
2018-02-11,Male,Subject-Suspect,1049996,2,2,2
2018-02-11,Male,Subject-Suspect,1050470,0,0,1
2018-02-11,Male,Subject-Suspect,1050643,1,1,1
2018-02-11,Male,Subject-Suspect,1050910,1,1,1
2018-02-11,Male,Subject-Suspect,1054755,1,1,1
2018-02-11,Male,Subject-Suspect,1059414,1,1,1
2018-02-11,Male,Subject-Suspect,1069990,1,1,1
2018-02-11,Male,Victim,1047123,1,1,1
2018-02-11,Male,Victim,1047161,0,1,1
2018-02-11,Male,Victim,1047172,1,1,1
2018-02-11,Male,Victim,1047220,0,1,1
2018-02-11,Male,Victim,1047221,1,1,1
2018-02-11,Male,Victim,1047244,1,1,1
2018-02-11,Male,Victim,1047267,1,1,1
2018-02-11,Male,Victim,1047273,1,1,1
2018-02-11,Male,Victim,1047285,1,1,1
2018-02-11,Male,Victim,1047287,0,0,1
2018-02-11,Male,Victim,1047289,3,3,3
2018-02-11,Male,Victim,1047310,0,0,2
2018-02-11,Male,Victim,1047318,1,1,1
2018-02-11,Male,Victim,1047331,1,1,1
2018-02-11,Male,Victim,1047393,0,1,1
2018-02-11,Male,Victim,1047428,0,2,2
2018-02-11,Male,Victim,1047446,1,1,1
2018-02-11,Male,Victim,1047454,0,3,3
2018-02-11,Male,Victim,1047530,1,1,1
2018-02-11,Male,Victim,1047540,1,1,1
2018-02-11,Male,Victim,1047543,0,1,1
2018-02-11,Male,Victim,1047553,1,1,1
2018-02-11,Male,Victim,1047557,0,1,1
2018-02-11,Male,Victim,1047575,0,1,1
2018-02-11,Male,Victim,1047611,0,1,1
2018-02-11,Male,Victim,1047619,0,0,1
2018-02-11,Male,Victim,1047627,1,1,1
2018-02-11,Male,Victim,1047681,1,1,1
2018-02-11,Male,Victim,1047687,0,1,1
2018-02-11,Male,Victim,1047710,1,1,1
2018-02-11,Male,Victim,1047721,1,1,1
2018-02-11,Male,Victim,1047726,1,1,1
2018-02-11,Male,Victim,1047747,1,1,1
2018-02-11,Male,Victim,1047754,1,1,1
2018-02-11,Male,Victim,1047756,1,1,1
2018-02-11,Male,Victim,1047761,0,3,3
2018-02-11,Male,Victim,1047797,1,1,1
2018-02-11,Male,Victim,1047809,0,1,1
2018-02-11,Male,Victim,1047861,0,1,1
2018-02-11,Male,Victim,1047870,1,1,1
2018-02-11,Male,Victim,1047878,1,1,1
2018-02-11,Male,Victim,1047883,1,1,1
2018-02-11,Male,Victim,1047907,1,1,1
2018-02-11,Male,Victim,1047920,1,1,1
2018-02-11,Male,Victim,1047923,1,1,1
2018-02-11,Male,Victim,1047925,0,0,1
2018-02-11,Male,Victim,1047976,1,1,1
2018-02-11,Male,Victim,1048026,0,0,1
2018-02-11,Male,Victim,1048080,1,1,1
2018-02-11,Male,Victim,1048089,1,1,1
2018-02-11,Male,Victim,1048106,0,1,1
2018-02-11,Male,Victim,1048133,0,1,1
2018-02-11,Male,Victim,1048141,1,1,1
2018-02-11,Male,Victim,1048153,0,1,1
2018-02-11,Male,Victim,1048182,1,1,1
2018-02-11,Male,Victim,1048230,1,1,1
2018-02-11,Male,Victim,1048583,1,1,1
2018-02-11,Male,Victim,1048590,1,1,1
2018-02-11,Male,Victim,1048777,1,1,1
2018-02-11,Male,Victim,1048849,1,1,1
2018-02-11,Male,Victim,1048999,1,1,1
2018-02-11,Male,Victim,1049310,1,1,1
2018-02-12,Female,Subject-Suspect,1048543,1,1,1
2018-02-12,Female,Subject-Suspect,1054415,0,1,1
2018-02-12,Female,Victim,1047900,0,0,1
2018-02-12,Female,Victim,1048140,1,1,1
2018-02-12,Female,Victim,1048164,0,1,1
2018-02-12,Female,Victim,1048263,1,1,1
2018-02-12,Female,Victim,1048514,1,1,1
